registry_key,title,category,source,author,year,type,origin,origin_file,authority_tier_candidate,supabase_intake_status,content_preview
a4459c8e000f,إدارة الأوقاف في عهد الانتداب البريطاني,تاريخي,https://badil.org/publications/al-majdal/issues/items/409.html,,,,legacy_source_file,research_data/knowledge_base.json,ministry_or_administrative_candidate,discovered_pending_review_not_applied,"في عهد الانتداب البريطاني على فلسطين، كانت الأوقاف الإسلامية تدار من قبل المجلس الإسلامي الأعلى.

النظام الإداري:
- المجلس الإسلامي الأعلى: أدار الأوقاف الإسلامية
- الكنائس المسيحية: أدارت الأوقاف المسيحية
- السنة: 1937

التحديات:
1. السيطرة البريطانية: محاولات السيطرة على الأوقاف
2. المصادرة: مصادرة بعض الأراضي الوقفية
3. التوثيق: صعوبات في تسجيل الأوقاف

الأهمية: هذه الفترة شهدت محاولات لتنظيم الأوقاف وفق النظام القانوني البريطاني، مع الحفاظ على الطابع الإسلامي للإدارة."
95100ac3c3f4,الأوقاف والسياسة في مصر - إبراهيم البيومي غانم,تاريخي,,إبراهيم البيومي غانم,1998,,legacy_source_file,new_references.json,ministry_or_administrative_candidate,discovered_pending_review_not_applied,"كتاب 'الأوقاف والسياسة في مصر' للدكتور إبراهيم البيومي غانم من الدراسات المهمة التي تتناول العلاقة بين الأوقاف والسلطة السياسية في مصر. نُشر الكتاب عام 1998م.

يتناول الكتاب تاريخ الأوقاف في مصر منذ الفتح الإسلامي حتى نهاية القرن العشرين، مع التركيز على العلاقة بين الأوقاف والدولة. يعرض الكتاب كيف استخدمت الدولة الأوقاف كأداة سياسية، وكيف قاومت الأوقاف محاولات السيطرة عليها.

من أهم موضوعات الكتاب:
1. دور الأوقاف في الاستقلال الاقتصادي للمؤسسات الدينية والتعليمية عن الدولة.
2. محاولات الدولة للسيطرة على الأوقاف عبر التاريخ (الدولة الأيوبية، المملوكية، العثمانية، دولة محمد علي، والدولة الحديثة)"
730f90ef94c7,تاريخ إدارة الأوقاف في فلسطين,تاريخي,https://www.tawaf.ps/,,,,legacy_source_file,research_data/knowledge_base.json,ministry_or_administrative_candidate,discovered_pending_review_not_applied,"مرت إدارة الأوقاف في فلسطين بعدة مراحل تاريخية:

1. عهد الانتداب البريطاني (1921-1948):
- إدارة الأوقاف من قبل المجلس الإسلامي الأعلى
- نظام المجلس الصادر سنة 1921م

2. بعد النكبة (1948-1967):
- إدارة الأوقاف في الضفة الغربية من قبل الأردن
- إدارة الأوقاف في غزة من قبل مصر

3. بعد الاحتلال (1967-1994):
- محاولات إسرائيلية للسيطرة على الأوقاف
- مقاومة فلسطينية للحفاظ على الأوقاف

4. السلطة الوطنية الفلسطينية (1994-الآن):
- إنشاء وزارة الأوقاف والشؤون الدينية
- إصدار قوانين وتعليمات جديدة"
204d6aec31d2,أحكام الوقف في الشريعة الإسلامية - محمد عبيد الكبيسي,فقهي,,محمد عبيد الكبيسي,1977,,legacy_source_file,new_references.json,ministry_or_administrative_candidate,discovered_pending_review_not_applied,"كتاب 'أحكام الوقف في الشريعة الإسلامية' للدكتور محمد عبيد الكبيسي من أهم الدراسات الفقهية المتخصصة في الوقف الإسلامي. نُشر الكتاب عام 1977م، ويُعد مرجعاً أساسياً في مجال الأوقاف.

يتناول الكتاب جميع جوانب الوقف الإسلامي بتفصيل شامل، ويقع في جزأين كبيرين. يعرض الكتاب أحكام الوقف في المذاهب الأربعة مع المقارنة والترجيح، كما يعرض التطبيقات العملية للوقف عبر التاريخ الإسلامي.

يتضمن الكتاب الأبواب التالية: تعريف الوقف ومشروعيته وحكمه، أركان الوقف (الواقف، الموقوف، الموقوف عليه، الصيغة)، شروط الوقف، أنواع الوقف (الخيري والأهلي والمشترك)، آثار الوقف، إدارة الوقف ونظارته، استبدال الوقف، إنهاء الوقف، "
413fcc96ae46,إحياء الوقف المتعطل - الأحكام,فقهي,الفقه الإسلامي - إدارة الأوقاف,,,,legacy_source_file,scripts/additional_references.json,ministry_or_administrative_candidate,discovered_pending_review_not_applied,إذا تعطل الوقف وخرب، فللناظر أو القاضي إحياؤه وتعميره من ريع الوقف أو من بيت المال إن لم يكن للوقف ريع.
a329b239daec,الوقف الإسلامي بين النظرية والتطبيق - حسن عبد الله الأمين,فقهي,,حسن عبد الله الأمين,2009,,legacy_source_file,new_references.json,ministry_or_administrative_candidate,discovered_pending_review_not_applied,"كتاب 'الوقف الإسلامي بين النظرية والتطبيق' للدكتور حسن عبد الله الأمين من الدراسات الشاملة التي تجمع بين الجانب الفقهي والجانب العملي للوقف الإسلامي. نُشر الكتاب عام 2009م.

يتكون الكتاب من قسمين رئيسيين:
القسم الأول: النظرية الفقهية للوقف، ويشمل: تعريف الوقف، مشروعيته، حكمه، أركانه، شروطه، أنواعه، آثاره، وأحكامه في المذاهب الأربعة.
القسم الثاني: التطبيق العملي للوقف، ويشمل: تاريخ الأوقاف في الإسلام، نماذج من الأوقاف التاريخية، إدارة الأوقاف، استثمار الأوقاف، التحديات المعاصرة، والحلول المقترحة.

من أهم ما يميز الكتاب:
1. الجمع بين الفقه والتاريخ والإدارة والاقتصاد في دراسة الوقف.
2. عرض نماذج"
28a683b1ed0d,النظام القانوني للأراضي الأميرية في فلسطين,law,,حسين عاهد العيسه,2016,رسالة أكاديمية,old_db_success_insert_query,db-query-error-1767974642436.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,دراسة متخصصة في النوع الثاني من أنواع الأراضي في قانون الأراضي العثماني. تعتبر الأراضي الأميرية الأكثر انتشاراً في الأراضي الفلسطينية عبر المراحل التاريخية المختلفة.
812f3d50bc3c,حق التصرف الوارد على الأراضي الأميرية وفقاً للتشريعات النافذة في فلسطين,law,,أنسام عارف جاسر كراكره,2025,رسالة ماجستير,old_db_success_insert_query,db-query-error-1767974642436.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,دراسة تحليلية مقارنة لحق التصرف الوارد على الأراضي الأميرية، سواء المستمدة من قانون الأراضي العثماني لسنة 1858م، أو القوانين الأردنية المطبقة في الضفة الغربية، أو التشريعات الصادرة عن السلطة الوطنية الفلسطينية.
a6c95a9cbd11,ديار بئر السبع: جنوب فلسطين العثماني - الأرض والمجتمع والدولة,law,,أحمد أمارة,2024,كتاب أكاديمي,old_db_success_insert_query,db-query-error-1767974642436.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,دراسة شاملة لقضاء بئر السبع الذي كان جزءاً من متصرفية القدس. يتناول الكتاب تطبيق قانون الأراضي العثماني ونظام القضاء بشأن حقوق ملكية الأراضي، ويشمل تحليلاً لقانون الأراضي، والقانون المدني، وقانون الطابو.
b2032aa81e4f,قانون الأراضي العثماني (1858),law,الدولة العثمانية,,,,old_db_success_insert_query,db-query-1767974719121.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"القانون الأساسي الذي نظم ملكية الأراضي في الدولة العثمانية. قسّم الأراضي إلى خمسة أقسام: المملوكة، الأميرية، الموقوفة، المتروكة، والموات. ما زال ساري النفاذ في الضفة الغربية وغزة. يحتوي على 15 مادة قانونية تفصيلية.

المصدر: الدولة العثمانية
السنة: 1858
النوع: قانون"
b2de1d6144ee,قانون الأراضي العثماني (1858),law,https://maqam.najah.edu/legislation/169/,الدولة العثمانية,1858,قانون,legacy_source_file,research_data/jerusalem_land_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,القانون الأساسي الذي نظم ملكية الأراضي في الدولة العثمانية. قسّم الأراضي إلى خمسة أقسام: المملوكة، الأميرية، الموقوفة، المتروكة، والموات. ما زال ساري النفاذ في الضفة الغربية وغزة. يحتوي على 15 مادة قانونية تفصيلية.
f0ba5b7b8f92,قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية,law,قانون الأراضي العثماني 1858,,,,old_db_select_row,db-query-1767967445194.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,
57cd8e2f7576,قانون الأراضي العثماني - المادة 1: تعريف الأراضي,law,قانون الأراضي العثماني 1858,,,,old_db_success_insert_query,db-query-1767919471890.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المادة الأولى: الأراضي على خمسة أقسام:
1. الأراضي المملوكة (الملك): وهي الأراضي التي يملكها الأفراد ملكية تامة بموجب سند رسمي، ويحق لهم التصرف فيها بالبيع والشراء والهبة والوقف والإرث دون قيد أو شرط.
2. الأراضي الأميرية: وهي الأراضي التي تعود رقبتها للدولة، ويكون للأفراد حق التصرف فيها فقط. لا يجوز بيع رقبة الأرض الأميرية، وإنما يباع حق التصرف فقط.
3. الأراضي الموقوفة: وهي الأراضي التي وقفها أصحابها لجهة خيرية أو ذرية، ولا يجوز بيعها أو التصرف فيها إلا وفق شروط الواقف.
4. الأراضي المتروكة: وهي الأراضي المخصصة للمنفعة العامة كالطرق والساحات والمراعي، ولا يجوز تملكها أو التصرف فيها.
5. الأراضي ا"
8cb0d0a274d0,قانون الأراضي العثماني - المادة 3: الأراضي الأميرية,law,قانون الأراضي العثماني 1858,,,,old_db_select_row,db-query-1767967445194.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,
b0b6e8448b06,قانون العدل والإنصاف للقضاء على مشكلات الأوقاف - محمد قدري باشا,law,محمد قدري باشا,,,,old_db_select_row,db-query-1767967445194.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,
935ae07aaa71,مجلة الأحكام العدلية,law,,,,,old_db_select_row,db-query-1767917131739.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,
531ef9b0eb9b,التنظيم القانوني للأراضي في فلسطين (1858 - الحاضر),reference,https://www.palquest.org/ar/selectivechrono/240/,مؤسسة الدراسات الفلسطينية,,دراسة,legacy_source_file,research_data/jerusalem_land_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,دراسة تعرض حيازة الأراضي في فلسطين في ظل العثمانيين (القوانين التي تنظّم تسجيل وشراء وبيع الأراضي)، يليها الأساليب المختلفة التي اتبعها الانتداب البريطاني، والحركة الصهيونية.
144efe4d0432,قرار بقانون رقم (2) لسنة 2023م بشأن تعديل قانون الأوقاف,إداري,http://muqtafi.birzeit.edu/pg/getleg.asp?id=18715,,,,legacy_source_file,research_data/knowledge_base.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"قرار بقانون صادر عن السلطة الوطنية الفلسطينية لتعديل قانون الأوقاف والشؤون والمقدسات الإسلامية رقم (26) لسنة 1966م.

المادة (6) مكرر - المضافة:
1. تتولى الوزارة جباية الرسوم والأحكار والأعشار الخاصة بالأوقاف الإسلامية
2. تستوفي الوزارة جميع المستحقات المالية المتعلقة بالأوقاف
3. تدير الوزارة أموال الأوقاف وفقاً للأحكام الشرعية والقانونية

الهدف: تعزيز صلاحيات وزارة الأوقاف في إدارة الأموال الوقفية وجباية الرسوم."
f1e89b85d36e,نظام الوقف الذري في فلسطين,إداري,https://www.facebook.com/palestinian.vision/posts/1294708359357491/,,,,legacy_source_file,research_data/knowledge_base.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"الوقف الذري هو نظام شرعي وقانوني يجعل العقار مالاً موقوفاً، ويُكتَب في صكّ الوقف من يحق لهم الاستفادة من ريعه من أبناء المالك وذريته، وبأيّ شروط.

خصائص الوقف الذري:
1. الاستمرارية: ينتقل من جيل إلى جيل
2. الحماية: لا يُباع ولا يُورث
3. التوزيع: يُوزع ريعه على الذرية حسب شرط الواقف
4. التسجيل: يُسجل في دائرة الأوقاف بصك رسمي

الإحصائيات في القدس:
- نسبة الوقف الخيري إلى الذري: ما بين (2:1) أو (4:3)
- عدد الحجج المقدر: لا يقل عن 1200-1600 حجة وقف"
fdad463812b3,الانتداب البريطاني - قانون الأوقاف 1922,تاريخي,قوانين الانتداب البريطاني,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,أصدرت سلطات الانتداب البريطاني قانون الأوقاف عام 1922 الذي نظم إدارة الأوقاف وأنشأ المجلس الإسلامي الأعلى.
e95149209661,مجلة الأحكام العدلية - المادة 1: تعريف الوقف,فقهي,مجلة الأحكام العدلية - كتاب الوقف,,,,legacy_source_file,scripts/basic_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المادة الأولى: الوقف هو حبس العين عن تمليكها لأحد من العباد، والتصدق بالمنفعة على الفقراء أو على وجه من وجوه الخير.

شرح التعريف:
- حبس العين: منع بيعها أو هبتها أو توريثها
- عن تمليكها: لا تصبح ملكاً لأحد بعد الوقف
- التصدق بالمنفعة: الانتفاع بريع الوقف يكون للجهة الموقوف عليها

أركان الوقف:
1. الواقف: من يقوم بالوقف
2. الموقوف: العين التي يتم وقفها
3. الموقوف عليه: الجهة المستفيدة من الوقف
4. الصيغة: لفظ الوقف الصريح

شروط الواقف:
- أن يكون بالغاً عاقلاً
- أن يكون مالكاً للعين الموقوفة
- أن يكون مختاراً غير مكره"
836e2d73bd8e,مجلة الأحكام العدلية - المادة 5: شروط صحة الوقف,فقهي,مجلة الأحكام العدلية - كتاب الوقف,,,,legacy_source_file,scripts/basic_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المادة الخامسة: يشترط لصحة الوقف:

1. أن يكون الموقوف مالاً متقوماً: أي له قيمة مالية شرعاً
2. أن يكون معلوماً: محدداً بالوصف أو المشاهدة
3. أن يكون مملوكاً للواقف: ملكية تامة صحيحة
4. أن يكون قابلاً للانتفاع مع بقاء عينه: كالعقار والأثاث
5. أن يكون الوقف مؤبداً: لا يجوز توقيته بمدة معينة
6. أن تكون الجهة الموقوف عليها معلومة: محددة بوضوح
7. أن تكون الجهة الموقوف عليها جهة بر: لا تكون معصية

الأموال التي لا يصح وقفها:
- المنقولات التي تستهلك بالاستعمال (كالطعام)
- الأموال المغصوبة أو المسروقة
- الأموال المجهولة أو غير المحددة"
0981042d3af2,المجلة العدلية (مجلة الأحكام العدلية),قانوني,,لجنة من فقهاء الدولة العثمانية,1876,,legacy_source_file,new_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المجلة العدلية أو 'مجلة الأحكام العدلية' هي أول تقنين للفقه الإسلامي (المذهب الحنفي) في العصر الحديث. صدرت في الدولة العثمانية عام 1293هـ/1876م، وتتكون من 1851 مادة قانونية موزعة على 16 كتاباً.

تغطي المجلة العدلية المعاملات المدنية والتجارية في الفقه الإسلامي، وتشمل: البيوع، الإجارة، الكفالة، الحوالة، الرهن، الأمانات، الهبة، الغصب، الإتلاف، الحجر، الإكراه، الشفعة، الشركة، الوكالة، الصلح، الإقرار، والدعوى والبينات.

في مجال الأوقاف، تتضمن المجلة العدلية أحكاماً مهمة في عدة كتب، خاصة في كتاب الإجارة (حيث يُعامل استئجار الوقف)، وكتاب الهبة (حيث يُقارن الوقف بالهبة)، وكتاب الغصب (حيث تُعالج مسألة"
a76fa00d7416,قانون أملاك الغائبين - الأوقاف,قانوني,قانون أملاك الغائبين الإسرائيلي (1950),,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,استولت إسرائيل على العديد من الأوقاف الإسلامية بحجة أنها أملاك غائبين، رغم أن الوقف لا يملكه شخص معين.
9f09c4db023e,قانون أملاك الغائبين الإسرائيلي 1950 - التعريف,قانوني,قانون أملاك الغائبين الإسرائيلي (1950),,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,يعرف القانون الإسرائيلي 'الغائب' بأنه كل من ترك مكان إقامته في فلسطين قبل 1948 أو بعده، وتم الاستيلاء على أملاكه.
649190f4d4c0,قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية,قانوني,قانون الأراضي العثماني 1858,,,,legacy_source_file,scripts/basic_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المادة الثانية عشرة: يجوز وقف حق التصرف في الأراضي الأميرية بإذن من السلطان أو من ينوب عنه.

شروط وقف الأراضي الأميرية:
1. الحصول على إذن رسمي من الدولة (الإرادة السنية)
2. تسجيل الوقف في السجلات الرسمية
3. تحديد جهة الوقف (خيري أو ذري)
4. تعيين ناظر للوقف
5. استمرار دفع الضرائب المقررة (الميري) من ريع الوقف

أحكام خاصة:
- إذا لم يُدفع الميري من ريع الوقف، يحق للدولة المطالبة به من ناظر الوقف
- لا يجوز بيع الأرض الموقوفة إلا في حالات الاستبدال الشرعي
- يجوز تأجير الأرض الموقوفة بعقد إجارة طويلة (حكر)"
aaff1561c5bd,قانون الأراضي العثماني - المادة 1: تعريف الأراضي,قانوني,قانون الأراضي العثماني 1858,,,,old_db_success_insert_query,db-query-error-1767919336713.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,المادة الأولى: الأراضي على خمسة أقسام...
ddac895907fd,قانون الأراضي العثماني - المادة 36: حقوق المتولي,قانوني,قانون الأراضي العثماني (1858),,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,للمتولي على الوقف حق الإدارة والنظر في شؤونه، وله أن يؤجر الأرض الموقوفة بما يحقق مصلحة الوقف، ولا يجوز له التصرف فيها بالبيع أو الرهن.
5cc368c7b44a,قانون الأراضي العثماني - المادة 3: الأراضي الأميرية,قانوني,قانون الأراضي العثماني 1858,,,,legacy_source_file,scripts/basic_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المادة الثالثة: الأراضي الأميرية هي الأراضي التي رقبتها للدولة، وللأفراد حق التصرف فيها فقط.

شروط التصرف في الأراضي الأميرية:
1. يجب دفع الضرائب المقررة (الميري) سنوياً للدولة
2. يجب زراعة الأرض وعدم تركها بوراً لمدة تزيد عن ثلاث سنوات
3. لا يجوز بيع رقبة الأرض، وإنما يباع حق التصرف فقط
4. يجوز توريث حق التصرف للورثة الشرعيين
5. يجوز وقف حق التصرف بإذن من الدولة

عقوبة ترك الأرض بوراً:
إذا ترك صاحب حق التصرف الأرض بوراً لمدة ثلاث سنوات متتالية دون عذر شرعي، يسقط حقه في التصرف، وتعود الأرض للدولة لتمنحها لمن يعمرها."
591280092bfb,قانون الأراضي العثماني - المادة 4: الأراضي الموقوفة,قانوني,قانون الأراضي العثماني (1858),,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,الأراضي الموقوفة هي الأراضي التي أوقفها أصحابها على جهة بر أو خير. ولا يجوز بيعها أو رهنها أو توريثها، وإنما تبقى على ملك الموقوف عليهم أو الجهة الموقوف عليها.
eccc9553368d,قانون الأراضي العثماني 1858,قانوني,https://maqam.najah.edu/legislation/169/,,,,legacy_source_file,research_data/knowledge_base.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"قانون الأراضي العثماني الصادر عام 1858 (1274 هجري) هو القانون الأساسي الذي ينظم ملكية الأراضي في فلسطين. لا يزال ساري النفاذ في الضفة الغربية وغزة.

تقسيم الأراضي (المادة 1):
1. الأراضي المملوكة: المحلات الحاصل التصرف بها على وجه الملكية
2. الأراضي الأميرية: الأراضي التابعة لبيت المال
3. الأراضي الموقوفة: الأراضي الموقوفة وفقاً للشرع
4. الأراضي المتروكة: المخصصة لعموم الناس أو أهالي القرى
5. الأراضي الموات: الأراضي الخالية البعيدة عن العمران

الأراضي الموقوفة (المادة 4):
القسم الأول: الأراضي التي كانت من الأراضي المملوكة صحيحاً وأوقفت وفقاً للشرع الشريف. رقبتها وجميع حقوق التصرف بها عائدة إلى "
0d681b5ebc1c,قانون الأوقاف الأردني - المادة 10: إدارة الأوقاف,قانوني,قانون الأوقاف الأردني رقم 23 لسنة 1964,,,,legacy_source_file,scripts/basic_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,"المادة 10: تتولى وزارة الأوقاف إدارة الأوقاف الخيرية والإشراف على الأوقاف الذرية.

صلاحيات الوزارة:
1. إدارة الأوقاف الخيرية واستثمارها
2. تعيين النظار والمتولين
3. الإشراف على صرف ريع الأوقاف
4. صيانة الأوقاف وعمارتها
5. استبدال الأوقاف عند الضرورة
6. رفع الدعاوى القضائية المتعلقة بالأوقاف
7. قبول الأوقاف الجديدة

واجبات الناظر:
- المحافظة على الوقف وعمارته
- استثمار الوقف بالطرق الشرعية
- صرف الريع على الجهات المستحقة
- تقديم حساب سنوي للوزارة
- عدم التصرف في الوقف إلا بإذن من الوزارة"
15c1b4d2037c,قانون الأوقاف الأردني - المادة 15: صلاحيات المتولي,قانوني,قانون الأوقاف الأردني رقم 23 لسنة 1964,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,للمتولي إدارة الوقف وتأجير أعيانه واستثمارها بما يحقق مصلحة الوقف، وله أن يقاضي ويقاضى باسم الوقف.
2a98ed1cb9ac,قانون الأوقاف الأردني - المادة 20: الإشراف على الأوقاف,قانوني,قانون الأوقاف الأردني رقم 23 لسنة 1964,,,,legacy_source_file,scripts/additional_references.json,official_or_legal_primary_candidate,discovered_pending_review_not_applied,تشرف وزارة الأوقاف على جميع الأوقاف الخيرية والذرية، ولها حق الرقابة والتفتيش على أعمال المتولين.
