source_file,table_name,row_index,record_key,columns,row_json,dedupe_key
insert_jerusalem_refs.sql,knowledge_documents,1,نظام ملكية الأراضي في العهد العثماني,"[""title"", ""author"", ""year"", ""category"", ""type"", ""url"", ""content"", ""tags"", ""createdAt"", ""updatedAt""]","{""title"": ""نظام ملكية الأراضي في العهد العثماني"", ""author"": ""وكالة الأنباء الفلسطينية (وفا)"", ""year"": """", ""category"": ""reference"", ""type"": ""مقال موسوعي"", ""url"": ""https://info.wafa.ps/pages/details/32393"", ""content"": ""مقال شامل يتناول تطور نظام ملكية الأراضي في العهد العثماني. يشرح قانون الأراضي عام 1858، ولائحة تعليمات سندات الطابو عام 1859، ونظام الطابو. يوضح كيفية تسجيل الأراضي وإصدار السندات."", ""tags"": ""ملكية الأراضي, العهد العثماني, الطابو, فلسطين"", ""createdAt"": ""datetime(now)"", ""updatedAt"": ""datetime(now)""}",1f69de305a873d97
insert_jerusalem_refs.sql,knowledge_documents,1,وثائق الملكية الفلسطينية في الأرشيف العثماني,"[""title"", ""author"", ""year"", ""category"", ""type"", ""url"", ""content"", ""tags"", ""createdAt"", ""updatedAt""]","{""title"": ""وثائق الملكية الفلسطينية في الأرشيف العثماني"", ""author"": ""موقع الوثيقة"", ""year"": """", ""category"": ""reference"", ""type"": ""مقال"", ""url"": ""https://www.al-wathiqa.com/ArticleView/20"", ""content"": ""مقال يوضح أهمية سجلات الطابو العثماني الخاصة بالأراضي، والتي تحظى بالأولوية القانونية لإثبات حقوق ملكية الأراضي في فلسطين لدى المحاكم المحلية، ومحاكم الاحتلال، والمحاكم الدولية."", ""tags"": ""الأرشيف العثماني, الطابو, ملكية الأراضي, فلسطين"", ""createdAt"": ""datetime(now)"", ""updatedAt"": ""datetime(now)""}",0cbb12e42dfa29c9
insert_jerusalem_refs.sql,knowledge_documents,1,الأرشيف العثماني بأيدٍ فلسطينية.. وثائق تثبت ملكية الأراضي,"[""title"", ""author"", ""year"", ""category"", ""type"", ""url"", ""content"", ""tags"", ""createdAt"", ""updatedAt""]","{""title"": ""الأرشيف العثماني بأيدٍ فلسطينية.. وثائق تثبت ملكية الأراضي"", ""author"": ""الجزيرة نت"", ""year"": ""2020"", ""category"": ""reference"", ""type"": ""تقرير إخباري"", ""url"": ""https://www.aljazeera.net/culture/2020/2/9/"", ""content"": ""تقرير يتناول تسليم تركيا للأرشيف العثماني للسلطة الفلسطينية، والذي يشمل سجلات الطابو خلال الفترة ما قبل الانتداب البريطاني. يعتبر الأرشيف طوق نجاة لإثبات ملكيات الأراضي والعقارات."", ""tags"": ""الأرشيف العثماني, الطابو, السلطة الفلسطينية, تركيا"", ""createdAt"": ""datetime(now)"", ""updatedAt"": ""datetime(now)""}",babd7bc5feb932ec
insert_jerusalem_refs.sql,knowledge_documents,1,التنظيم القانوني للأراضي في فلسطين (1858 - الحاضر),"[""title"", ""author"", ""year"", ""category"", ""type"", ""url"", ""content"", ""tags"", ""createdAt"", ""updatedAt""]","{""title"": ""التنظيم القانوني للأراضي في فلسطين (1858 - الحاضر)"", ""author"": ""مؤسسة الدراسات الفلسطينية"", ""year"": """", ""category"": ""reference"", ""type"": ""دراسة"", ""url"": ""https://www.palquest.org/ar/selectivechrono/240/"", ""content"": ""دراسة تعرض حيازة الأراضي في فلسطين في ظل العثمانيين (القوانين التي تنظّم تسجيل وشراء وبيع الأراضي)، يليها الأساليب المختلفة التي اتبعها الانتداب البريطاني، والحركة الصهيونية."", ""tags"": ""التنظيم القانوني, الأراضي, فلسطين, 1858"", ""createdAt"": ""datetime(now)"", ""updatedAt"": ""datetime(now)""}",0c388894bbfd90a8
scripts/bulk-import.sql,knowledge_documents,1,قانون الأراضي العثماني - المادة 1: تعريف الأراضي,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأراضي العثماني - المادة 1: تعريف الأراضي"", ""content"": ""المادة الأولى: الأراضي على خمسة أقسام:\n\n1. الأراضي المملوكة (الملك): وهي الأراضي التي يملكها الأفراد ملكية تامة بموجب سند رسمي، ويحق لهم التصرف فيها بالبيع والشراء والهبة والوقف والإرث دون قيد أو شرط.\n\n2. الأراضي الأميرية: وهي الأراضي التي تعود رقبتها للدولة، ويكون للأفراد حق التصرف فيها فقط. لا يجوز بيع رقبة الأرض الأميرية، وإنما يباع حق التصرف فقط.\n\n3. الأراضي الموقوفة: وهي الأراضي التي وقفها أصحابها لجهة خيرية أو ذرية، ولا يجوز بيعها أو التصرف فيها إلا وفق شروط الواقف.\n\n4. الأراضي المتروكة: وهي الأراضي المخصصة للمنفعة العامة كالطرق والساحات والمراعي، ولا يجوز تملكها أو التصرف فيها.\n\n5. الأراضي الموات: وهي الأراضي البور التي لم تُعمّر ولم تُزرع، ويجوز إحياؤها بإذن من الدولة."", ""source"": ""قانون الأراضي العثماني 1858"", ""category"": ""law"", ""tags"": ""أراضي، ملكية، أميرية، وقف، متروكة، موات"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",8554776af0cacb25
scripts/bulk-import.sql,knowledge_documents,2,قانون الأراضي العثماني - المادة 3: الأراضي الأميرية,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأراضي العثماني - المادة 3: الأراضي الأميرية"", ""content"": ""المادة الثالثة: الأراضي الأميرية هي الأراضي التي رقبتها للدولة، وللأفراد حق التصرف فيها فقط.\n\nشروط التصرف في الأراضي الأميرية:\n1. يجب دفع الضرائب المقررة (الميري) سنوياً للدولة\n2. يجب زراعة الأرض وعدم تركها بوراً لمدة تزيد عن ثلاث سنوات\n3. لا يجوز بيع رقبة الأرض، وإنما يباع حق التصرف فقط\n4. يجوز توريث حق التصرف للورثة الشرعيين\n5. يجوز وقف حق التصرف بإذن من الدولة\n\nعقوبة ترك الأرض بوراً:\nإذا ترك صاحب حق التصرف الأرض بوراً لمدة ثلاث سنوات متتالية دون عذر شرعي، يسقط حقه في التصرف، وتعود الأرض للدولة لتمنحها لمن يعمرها."", ""source"": ""قانون الأراضي العثماني 1858"", ""category"": ""law"", ""tags"": ""أراضي أميرية، حق التصرف، ميري، ضرائب"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",490ce6c1def969ae
scripts/bulk-import.sql,knowledge_documents,3,قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأراضي العثماني - المادة 12: وقف الأراضي الأميرية"", ""content"": ""المادة الثانية عشرة: يجوز وقف حق التصرف في الأراضي الأميرية بإذن من السلطان أو من ينوب عنه.\n\nشروط وقف الأراضي الأميرية:\n1. الحصول على إذن رسمي من الدولة (الإرادة السنية)\n2. تسجيل الوقف في السجلات الرسمية\n3. تحديد جهة الوقف (خيري أو ذري)\n4. تعيين ناظر للوقف\n5. استمرار دفع الضرائب المقررة (الميري) من ريع الوقف\n\nأحكام خاصة:\n- إذا لم يُدفع الميري من ريع الوقف، يحق للدولة المطالبة به من ناظر الوقف\n- لا يجوز بيع الأرض الموقوفة إلا في حالات الاستبدال الشرعي\n- يجوز تأجير الأرض الموقوفة بعقد إجارة طويلة (حكر)"", ""source"": ""قانون الأراضي العثماني 1858"", ""category"": ""law"", ""tags"": ""وقف، أراضي أميرية، إرادة سنية، ناظر وقف"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",21d20b3e22f79b9b
scripts/bulk-import.sql,knowledge_documents,4,مجلة الأحكام العدلية - المادة 1: تعريف الوقف,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""مجلة الأحكام العدلية - المادة 1: تعريف الوقف"", ""content"": ""المادة الأولى: الوقف هو حبس العين عن تمليكها لأحد من العباد، والتصدق بالمنفعة على الفقراء أو على وجه من وجوه الخير.\n\nشرح التعريف:\n- حبس العين: منع بيعها أو هبتها أو توريثها\n- عن تمليكها: لا تصبح ملكاً لأحد بعد الوقف\n- التصدق بالمنفعة: الانتفاع بريع الوقف يكون للجهة الموقوف عليها\n\nأركان الوقف:\n1. الواقف: من يقوم بالوقف\n2. الموقوف: العين التي يتم وقفها\n3. الموقوف عليه: الجهة المستفيدة من الوقف\n4. الصيغة: لفظ الوقف الصريح\n\nشروط الواقف:\n- أن يكون بالغاً عاقلاً\n- أن يكون مالكاً للعين الموقوفة\n- أن يكون مختاراً غير مكره"", ""source"": ""مجلة الأحكام العدلية - كتاب الوقف"", ""category"": ""jurisprudence"", ""tags"": ""وقف، تعريف، أركان، شروط"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",6037a80de3c8070a
scripts/bulk-import.sql,knowledge_documents,5,مجلة الأحكام العدلية - المادة 5: شروط صحة الوقف,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""مجلة الأحكام العدلية - المادة 5: شروط صحة الوقف"", ""content"": ""المادة الخامسة: يشترط لصحة الوقف:\n\n1. أن يكون الموقوف مالاً متقوماً: أي له قيمة مالية شرعاً\n2. أن يكون معلوماً: محدداً بالوصف أو المشاهدة\n3. أن يكون مملوكاً للواقف: ملكية تامة صحيحة\n4. أن يكون قابلاً للانتفاع مع بقاء عينه: كالعقار والأثاث\n5. أن يكون الوقف مؤبداً: لا يجوز توقيته بمدة معينة\n6. أن تكون الجهة الموقوف عليها معلومة: محددة بوضوح\n7. أن تكون الجهة الموقوف عليها جهة بر: لا تكون معصية\n\nالأموال التي لا يصح وقفها:\n- المنقولات التي تستهلك بالاستعمال (كالطعام)\n- الأموال المغصوبة أو المسروقة\n- الأموال المجهولة أو غير المحددة"", ""source"": ""مجلة الأحكام العدلية - كتاب الوقف"", ""category"": ""jurisprudence"", ""tags"": ""شروط الوقف، صحة الوقف، أحكام"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",bfef08453aa0a857
scripts/bulk-import.sql,knowledge_documents,6,قانون الأوقاف الأردني رقم 23 لسنة 1964 - المادة 1: التعاريف,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأوقاف الأردني رقم 23 لسنة 1964 - المادة 1: التعاريف"", ""content"": ""المادة 1: تعاريف\n\nفي هذا القانون، يكون للكلمات والعبارات التالية المعاني المخصصة لها أدناه ما لم تدل القرينة على خلاف ذلك:\n\nالوزارة: وزارة الأوقاف والشؤون والمقدسات الإسلامية\nالوزير: وزير الأوقاف والشؤون والمقدسات الإسلامية\nالوقف: حبس العين عن تمليكها لأحد من العباد والتصدق بالمنفعة على الفقراء أو على وجه من وجوه الخير\nالوقف الخيري: ما وقف على جهة بر عامة كالفقراء والمساجد والمدارس\nالوقف الذري: ما وقف على الذرية والأولاد\nالناظر: من يتولى إدارة الوقف والإشراف عليه\nالمتولي: من يتولى إدارة الوقف الذري\nالريع: الدخل الناتج عن الوقف"", ""source"": ""قانون الأوقاف الأردني رقم 23 لسنة 1964"", ""category"": ""law"", ""tags"": ""قانون أردني، تعاريف، وقف خيري، وقف ذري"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",9efa5282d3789885
scripts/bulk-import.sql,knowledge_documents,7,قانون الأوقاف الأردني - المادة 10: إدارة الأوقاف,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأوقاف الأردني - المادة 10: إدارة الأوقاف"", ""content"": ""المادة 10: تتولى وزارة الأوقاف إدارة الأوقاف الخيرية والإشراف على الأوقاف الذرية.\n\nصلاحيات الوزارة:\n1. إدارة الأوقاف الخيرية واستثمارها\n2. تعيين النظار والمتولين\n3. الإشراف على صرف ريع الأوقاف\n4. صيانة الأوقاف وعمارتها\n5. استبدال الأوقاف عند الضرورة\n6. رفع الدعاوى القضائية المتعلقة بالأوقاف\n7. قبول الأوقاف الجديدة\n\nواجبات الناظر:\n- المحافظة على الوقف وعمارته\n- استثمار الوقف بالطرق الشرعية\n- صرف الريع على الجهات المستحقة\n- تقديم حساب سنوي للوزارة\n- عدم التصرف في الوقف إلا بإذن من الوزارة"", ""source"": ""قانون الأوقاف الأردني رقم 23 لسنة 1964"", ""category"": ""law"", ""tags"": ""إدارة أوقاف، ناظر، وزارة أوقاف"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",405be8aedb24221e
scripts/bulk-import.sql,knowledge_documents,8,قانون الأراضي العثماني - المادة 4: الأراضي الموقوفة,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأراضي العثماني - المادة 4: الأراضي الموقوفة"", ""content"": ""الأراضي الموقوفة هي الأراضي التي أوقفها أصحابها على جهة بر أو خير. ولا يجوز بيعها أو رهنها أو توريثها، وإنما تبقى على ملك الموقوف عليهم أو الجهة الموقوف عليها."", ""source"": ""قانون الأراضي العثماني (1858)"", ""category"": ""law"", ""tags"": ""قانون الأراضي، الوقف، الأراضي الموقوفة"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",04c75fc89cbdf45d
scripts/bulk-import.sql,knowledge_documents,9,قانون الأراضي العثماني - المادة 36: حقوق المتولي,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأراضي العثماني - المادة 36: حقوق المتولي"", ""content"": ""للمتولي على الوقف حق الإدارة والنظر في شؤونه، وله أن يؤجر الأرض الموقوفة بما يحقق مصلحة الوقف، ولا يجوز له التصرف فيها بالبيع أو الرهن."", ""source"": ""قانون الأراضي العثماني (1858)"", ""category"": ""law"", ""tags"": ""المتولي، إدارة الوقف، حقوق المتولي"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",e6e8ba2192f8e400
scripts/bulk-import.sql,knowledge_documents,10,مجلة الأحكام العدلية - المادة 2: أركان الوقف,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""مجلة الأحكام العدلية - المادة 2: أركان الوقف"", ""content"": ""أركان الوقف أربعة: الواقف، والموقوف، والموقوف عليه، والصيغة. ولا يصح الوقف إلا باجتماع هذه الأركان الأربعة."", ""source"": ""مجلة الأحكام العدلية"", ""category"": ""reference"", ""tags"": ""أركان الوقف، الواقف، الموقوف عليه"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",7d4e695fd03070e1
scripts/bulk-import.sql,knowledge_documents,11,مجلة الأحكام العدلية - المادة 3: شروط الواقف,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""مجلة الأحكام العدلية - المادة 3: شروط الواقف"", ""content"": ""يشترط في الواقف أن يكون حراً مكلفاً مالكاً للموقوف، فلا يصح وقف العبد ولا الصبي ولا المجنون ولا من لا يملك الموقوف."", ""source"": ""مجلة الأحكام العدلية"", ""category"": ""reference"", ""tags"": ""شروط الواقف، الأهلية، الملكية"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",ca3ccf170e34c9a3
scripts/bulk-import.sql,knowledge_documents,12,مجلة الأحكام العدلية - المادة 6: استبدال الوقف,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""مجلة الأحكام العدلية - المادة 6: استبدال الوقف"", ""content"": ""لا يجوز استبدال الوقف إلا إذا تعطلت منافعه بالكلية، أو كان في الاستبدال مصلحة ظاهرة للوقف، وبإذن القاضي."", ""source"": ""مجلة الأحكام العدلية"", ""category"": ""reference"", ""tags"": ""استبدال الوقف، المصلحة، القاضي"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",18ec6d15f52e636e
scripts/bulk-import.sql,knowledge_documents,13,قانون الأوقاف الأردني - المادة 2: تعريف الوقف الخيري,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأوقاف الأردني - المادة 2: تعريف الوقف الخيري"", ""content"": ""الوقف الخيري هو ما وقف على جهة بر وخير ابتداءً كالمساجد والمدارس والمستشفيات ودور الأيتام."", ""source"": ""قانون الأوقاف الأردني رقم 23 لسنة 1964"", ""category"": ""law"", ""tags"": ""الوقف الخيري، جهات البر، المساجد"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",b41c8f9880a4dc61
scripts/bulk-import.sql,knowledge_documents,14,قانون الأوقاف الأردني - المادة 3: الوقف الذري,"[""title"", ""content"", ""source"", ""category"", ""tags"", ""isActive"", ""createdAt"", ""updatedAt""]","{""title"": ""قانون الأوقاف الأردني - المادة 3: الوقف الذري"", ""content"": ""الوقف الذري هو ما وقف على الذرية ابتداءً ثم على جهة بر وخير انتهاءً."", ""source"": ""قانون الأوقاف الأردني رقم 23 لسنة 1964"", ""category"": ""law"", ""tags"": ""الوقف الذري، الذرية، الوقف الأهلي"", ""isActive"": ""1"", ""createdAt"": ""FROM_UNIXTIME(1767919514)"", ""updatedAt"": ""FROM_UNIXTIME(1767919514)""}",550ca54474cde63a
